EM|1174313|||WNJX242|1|1|854.63750000||20K0F3E|||7|||1
EM|1174313|||WNJX242|1|1|809.63750000||20K0F3E|||8|||1
EM|1174313|||WNJX242|2|1|809.63750000||20K0F3E|||7|||1
EM|1174313|||WNJX242|2|1|854.63750000||20K0F3E|||8|||1
EM|1174909|||WPDK619|1|1|859.71250000||20K0F3E|||1|||1
EM|1174909|||WPDK619|1|1|860.71250000||20K0F3E|||2|||1
EM|1174909|||WPDK619|1|1|855.23750000||20K0F3E|||3|||2
EM|1174909|||WPDK619|2|1|859.71250000||20K0F3E|||1|||1
EM|1174909|||WPDK619|2|1|860.71250000||20K0F3E|||2|||1
EM|1174909|||WPDK619|3|1|814.71250000||20K0F3E|||1|||1
EM|1174909|||WPDK619|3|1|815.71250000||20K0F3E|||2|||1
EM|1174909|||WPDK619|3|1|859.71250000||20K0F3E|||3|||1
EM|1174909|||WPDK619|3|1|860.71250000||20K0F3E|||4|||1
EM|1174909|||WPDK619|3|1|855.23750000||20K0F3E|||5|||3
EM|1174909|||WPDK619|3|1|810.23750000||20K0F3E|||6|||4
EM|1175473|||WPMI526|1|1|856.76250000||20K0F3E|||1|||1
EM|1175473|||WPMI526|1|1|812.76250000||20K0F3E|||3|||1
EM|1175473|||WPMI526|1|1|812.98750000||20K0F3E|||4|||1
EM|1175473|||WPMI526|1|1|856.98750000||20K0F3E|||5|||1
EM|1175473|||WPMI526|1|1|857.98750000||20K0F3E|||6|||1
EM|1175473|||WPMI526|2|1|814.76250000||20K0F3E|||3|||1
EM|1175473|||WPMI526|2|1|812.76250000||20K0F3E|||2|||1
EM|1176930|||KBR502|1|1|154.01000000||11K2F3E|||1|||2
EM|1176930|||KBR502|1|1|154.16000000||11K2F3E|||2|||2
EM|1176930|||KBR502|1|1|154.28000000||11K2F3E|||3|||2
EM|1176930|||KBR502|1|1|154.31000000||11K2F3E|||4|||2
EM|1176930|||KBR502|2|1|154.31000000||11K2F3E|||4|||2
EM|1176930|||KBR502|2|1|154.01000000||11K2F3E|||1|||2
EM|1176930|||KBR502|2|1|154.16000000||11K2F3E|||2|||2
EM|1176930|||KBR502|2|1|154.28000000||11K2F3E|||3|||2
EM|1180214|||KIQ699|1|1|153.77000000||11K2F3E|||1|||1
EM|1180214|||KIQ699|1|1|154.23500000||11K2F3E|||2|||1
EM|1181362|||KML958|1|1|46.12000000||20K0F3E|||1|||1
EM|1181362|||KML958|1|1|46.28000000||20K0F3E|||2|||1
EM|1181362|||KML958|1|1|46.50000000||20K0F3E|||3|||1
EM|1181362|||KML958|2|1|46.12000000||20K0F3E|||1|||1
EM|1181362|||KML958|2|1|46.28000000||20K0F3E|||2|||1
EM|1181362|||KML958|3|1|46.12000000||20K0F3E|||1|||1
EM|1181362|||KML958|3|1|46.28000000||20K0F3E|||2|||1
EM|1181362|||KML958|3|1|46.28000000||20K0F3E|||3|||1
EM|1181362|||KML958|3|1|46.50000000||20K0F3E|||4|||1
EM|1181362|||KML958|4|1|46.12000000||20K0F3E|||1|||1
EM|1181362|||KML958|4|1|46.28000000||20K0F3E|||2|||1
EM|1181362|||KML958|4|1|46.36000000||20K0F3E|||3|||1
EM|1181362|||KML958|4|1|46.36000000||20K0F3E|||4|||1
EM|1181362|||KML958|4|1|46.50000000||20K0F3E|||5|||1
EM|1181362|||KML958|5|1|46.36000000||20K0F3E|||1|||1
EM|1181362|||KML958|6|1|46.28000000||20K0F3E|||1|||1
EM|1184033|||KNIP458|1|1|33.86000000||20K0F3E|||2|||1
EM|1184033|||KNIP458|1|1|33.56000000||20K0F3E|||1|||1
EM|1184033|||KNIP458|2|1|33.56000000||20K0F3E|||1|||1
EM|1184033|||KNIP458|2|1|33.86000000||20K0F3E|||2|||1
EM|1184033|||KNIP458|2|1|453.08750000||11K2F3E|||3|||1
EM|1184033|||KNIP458|2|1|458.08750000||11K2F3E|||4|||1
EM|1185163|||KR4616|1|1|154.23500000||11K0F3E|||2|||2
EM|1186752|||KWV551|1|1|154.31000000||11K2F3E|||1|||1
EM|1186752|||KWV551|2|1|154.31000000||11K2F3E|||1|||1
EM|1189837|||WNNW418|1|1|154.23500000||11K0F3E|||1|||2
EM|1189838|||WNNW419|1|1|154.23500000||11K0F3E|||1|||2
EM|1191797|||WPBQ640|1|1|154.25000000||11K0F3E|||1|||2
EM|1191797|||WPBQ640|1|1|156.10500000||11K0F3E|||2|||3
EM|1191797|||WPBQ640|2|1|154.25000000||11K0F3E|||1|||4
EM|1191797|||WPBQ640|3|1|154.25000000||11K0F3E|||1|||5
EM|1191797|||WPBQ640|4|1|154.25000000||11K0F3E|||1|||6
EM|1191797|||WPBQ640|5|1|154.25000000||11K0F3E|||1|||7
EM|1191797|||WPBQ640|6|1|154.25000000||11K0F3E|||1|||8
EM|1191797|||WPBQ640|7|1|154.25000000||11K0F3E|||1|||9
EM|1191797|||WPBQ640|7|1|156.10500000||11K0F3E|||2|||10
